fen,next_move,move_type,material_diff,num_legal_moves,is_in_check,center_control
rnq1kB2/3p1p1n/p1p5/4p2p/3P2p1/3KP3/P5PP/4N2R w q - 0 19,d4d5,0,-11,25,0,4
1n2kb1N/1p1q2pp/2p4n/3pp3/1P6/5PP1/2PPP2P/2Q1K2R w K - 0 12,c1d1,0,0,24,0,1
6R1/8/2k1p2p/1R6/7P/5P1P/P1p1P3/4KB2 w - - 1 28,e1d2,0,15,37,0,3
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,b7b6,0,0,20,0,0
1nb5/3p1k2/8/1Np5/p4P2/6P1/1P1PK3/8 b - - 0 22,f7g6,0,-2,16,0,1
rnb1kbn1/p1p1pppr/1p6/8/8/7q/PPPPPP2/RNBQK3 w Qq - 0 9,b1c3,0,-11,14,0,0
r3k3/pppqpp1p/2Q4n/8/P2p4/1P3P2/2PPKPBP/1N5R w q - 1 16,c6d7,1,3,37,0,3
2rqkbn1/2p1pp2/p2p2p1/8/5P2/P2PP3/5KPr/RNB5 w - - 0 16,f2g1,0,-15,15,0,3
5b2/2p5/1p2kp2/r7/PP2P3/4B3/5K2/1R6 w - - 2 27,b4a5,1,0,27,0,2
8/8/4k3/8/8/5K2/2P5/3N4 b - - 6 37,e6e7,0,4,8,0,2
5rn1/ppp3p1/3kP3/3p4/5P2/1P3PR1/P6P/RNB1K3 w Q - 5 21,g3g7,1,9,26,0,2
3qkbr1/1b1pp3/r5p1/8/1P1P4/8/5PPP/1NB2K1R w - - 0 18,h2h3,0,-12,22,0,1
rnbqkbnr/p1pp1ppp/8/1p2p3/4P1P1/8/PPPP1P1P/RNBQKBNR w KQkq - 0 3,d1e2,0,0,27,0,1
r1q1kb2/p1pnp2p/2p3p1/1b6/8/NPB5/2PK3P/1q4NR b q - 1 17,b1g1,1,-21,38,0,2
1r4nr/4bkpp/3p4/pp6/1P3p2/5N2/3PPK1P/1Rq4R w - - 0 21,b1c1,1,-14,23,0,2
r2qkbnr/p1p2p1p/np1p4/4p1Q1/8/3PP1P1/PPPB1P1P/RN2KR2 b Qkq - 1 8,a6b8,0,-2,27,0,2
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,g7g6,0,0,20,0,0
8/6k1/b2p4/2P1ppp1/1R5p/5P1P/4P1P1/5KN1 b - - 0 27,a6e2,1,5,19,0,3
r7/8/p3p3/1k4n1/8/3P1P2/6K1/8 w - - 6 40,g2h1,0,-8,8,0,2
1n6/3p4/1k6/3b1p2/3P1p2/8/8/5K2 w - - 0 33,f1e2,0,-8,4,0,1
1k6/4Q3/7P/2P5/6P1/5P1R/3P4/4K3 w - - 10 40,e7f8,0,19,34,0,3
4k3/2p5/8/7p/7r/4P2P/2n4K/8 b - - 3 32,h4h3,1,-8,21,0,3
rnbqkbnr/ppp1pppp/8/3P4/8/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2,d8d5,1,1,28,0,1
5k2/rpp3p1/n2R2BP/pb6/8/8/P1P1K2P/7R w - - 1 25,e2e1,0,2,9,1,3
1nq1k1nr/rp4p1/p7/2p2p1p/P1P5/4BK2/RP2P2b/1N3B1R b - - 1 16,g8e7,0,-11,31,0,3
rn1qk2r/1p5p/2p5/p4b2/8/2P1K1bB/P1P5/R1B4R w kq - 0 20,h3f5,1,-13,18,0,3
Rr4nr/5k2/1p1bp2p/1b6/3KPP2/5N1P/P1N3P1/5B1R b - - 0 25,b8d8,0,2,34,0,2
rn2kbnr/p1p1p2p/5p2/1p4B1/1P1Qp3/N6B/P1P2P1P/R3K2R b KQkq - 1 9,f6g5,1,7,18,0,1
8/1p2R3/5k2/7r/7p/BP3KPB/R2P3P/8 w - - 1 32,f3g2,0,13,40,0,3
5B2/4p3/3k4/1p3p2/1P3P1N/P5K1/8/2R5 b - - 3 39,d6d7,0,11,3,0,3
3q1b2/r1pkpp2/7n/pN6/3B4/1P5P/P1P1PP2/R2QK1NR w KQ - 1 13,b5a3,0,10,35,0,3
rnb1kbnr/pppp1pp1/8/7p/2N2p2/P5P1/1PPPP2R/R1BQKBN1 b Qkq - 0 6,e8d8,0,7,29,0,0
rnbqk1nr/pppp1pp1/4p3/7p/4P1Q1/b1P5/PP1P1PPP/R1B1KBNR b KQkq - 1 4,h5g4,1,-3,34,0,1
6n1/p1p3pr/b4k1p/3R4/7P/b6R/r1P2PP1/4K1N1 w - - 1 21,f2f4,0,-6,34,0,2
rn2k3/p1p1p3/4p2r/5p1p/P1pb3P/R7/1P2P3/1N1K1BR1 w q - 0 21,a4a5,0,-3,30,0,0
4k1n1/rp2p3/B1q5/2p2p1p/5P2/4P1PN/P2K3P/4R2R b - - 0 24,c6h1,1,-1,32,0,4
rn2k3/p2p4/3b2P1/2p5/2P5/pP1P3R/P1KB4/5BN1 b q - 0 22,d6f4,0,4,14,0,2
1n5k/n7/1p6/1b1P4/4P1P1/5P2/2r4P/3K3R w - - 2 30,d1c2,1,-5,11,0,2
8/6p1/6p1/4K3/7P/3P4/1r2k3/8 b - - 0 35,b2b4,0,-5,19,0,0
rn3b1r/p2kpppp/8/1p6/8/1P3K2/q4PPP/RNB4R b - - 1 12,a2a1,1,-11,33,0,0
1n3k2/r3pp2/1p6/pN1P2p1/8/NP1P4/P3KPPr/2R2B1R w - - 0 21,h1h2,1,7,33,0,2
6n1/4p2k/1Q6/3p2p1/8/PP6/2PK2P1/RNB5 w - - 0 26,b6h6,0,18,35,0,1
rnbqkbnr/3pp2p/p1p5/p7/1P1Pp1p1/2N3P1/P1P2P1P/RNBQ1RK1 b kq - 1 9,a5b4,1,-4,19,0,1
rnbqkbnr/p1ppppp1/1p5p/8/8/NP6/P1PPPPPP/R1BQKBNR w KQkq - 0 3,g1h3,0,0,20,0,0
rnbqkb1r/pppp1pp1/5n1p/4P3/8/4P3/PPPP2PP/RNBQKBNR b KQkq - 0 4,g7g6,0,1,28,0,2
2b3n1/3k2p1/5p2/7r/6NP/2pP4/4P3/3K4 b - - 1 34,h5b5,0,-8,26,0,3
5kr1/5pp1/4p3/p1p4P/4P3/5b1P/2KP3R/1NB5 b - - 0 24,f3e4,1,2,17,0,3
rn2kbnr/pp2p1p1/7p/2Pp3q/7P/2P5/P2P1PP1/RNBK1BNR w kq - 1 10,g2g4,0,-5,7,1,1
3n1bk1/6p1/1N2pn2/p1p5/4B3/P1PP4/RP1KPP1P/2BQR3 w - - 1 20,a2a1,0,22,35,0,4
rnbqkbnr/pppp1ppp/8/4p3/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,g1f3,0,0,29,0,2
1nb1k3/r2p1p2/p3pnpq/1P6/8/1P3K2/4P3/8 w - - 5 28,b5a6,1,-25,8,0,1
8/2nkb3/p4Qp1/7p/P7/8/4P2P/2R2K2 b - - 0 24,e7f6,1,8,18,0,1
r4b2/5p2/5k2/p4p2/2PP1P1p/P1N5/R3K3/2B5 w - - 1 28,e2d1,0,3,24,0,5
3r4/3k4/7p/p4r2/P6P/1QK2p2/5P2/5R2 w - - 2 34,b3b5,0,4,30,0,2
6n1/3pp1k1/8/b5p1/1p6/1P6/4K3/8 w - - 12 39,e2e1,0,-9,8,0,0
1rb1kbnr/ppq1pppp/1P1p4/4P3/2P4P/6P1/P2P1P2/RNBQKBNR b KQk - 0 8,h7h6,0,4,28,0,1
r1bk2nr/np1p2pp/8/p1p1p3/4P3/QP1P1P2/P1P3PP/R3KBNR w KQ - 1 13,c2c3,0,7,26,0,3
5kn1/2p5/8/4P3/1r6/2r5/3B1K2/8 w - - 0 35,d2c3,1,-10,13,0,0
2n2bQ1/p1p2pp1/3ppk2/8/P2P4/1r2P3/1BP1NP1P/RN2K2R b KQ - 2 14,f6g5,0,17,25,0,3
1n6/5k2/3P3p/6p1/8/P1NP4/R4P2/4KB2 b - - 0 29,f7g8,0,10,12,0,0
r1bqkbnr/1pp1ppp1/2np3p/p7/2P1P3/N7/PP1PKPPP/R1BQ1BNR w kq - 2 5,h2h4,0,0,26,0,2
r1bqkbnr/p1ppp1pp/8/1B3P2/8/5P2/2PP1KPP/RNnQ2NR w kq - 0 7,b5e2,0,-3,36,0,1
5bnr/4pkPp/3p4/5r2/8/5N2/1P1PK1PR/6Q1 b - - 0 22,f5f3,1,2,23,0,3
rnb1k1nr/p1p1q1p1/7p/1p1ppp2/8/P2PPP1N/P1P2KPP/1RBQ1B1R b kq - 3 8,e8f7,0,0,36,0,4
1n6/3k4/3p2pp/P1p5/5R2/P2PN2P/P5B1/R1N1K3 b Q - 0 25,d7e8,0,17,12,0,2
1rb1k3/p1p1n1pr/2p5/4R2p/3N4/1P6/2p2PPP/2N1K1R1 w - - 0 21,e5e7,1,-2,34,0,2
r1b1kr2/p7/n2pp1p1/1P5p/P7/8/6K1/8 w - - 2 31,b5a6,1,-19,8,0,0
rnbqkbnr/p1pp1ppp/8/1p1p4/8/2P5/PP2PPPP/RNBQKBNR w KQkq - 0 4,d1b3,0,-1,30,0,3
5b2/3kp1pr/p1n5/R1p1pp1p/2P1P2P/1P5P/3P1P2/1N1K1BN1 w - - 0 22,a5c5,1,3,24,0,2
4k3/3p1p2/8/6p1/4P1n1/p1b5/6P1/2K2B2 b - - 1 30,a3a2,0,-5,25,0,3
1r2k3/8/ppnp4/4pPp1/2r5/1P3K2/1B1P1P2/8 w - - 0 27,b2a3,0,-11,15,0,3
8/2k5/p3p3/2BB2P1/6P1/3P4/2P5/7K w - - 7 36,d5e6,1,8,28,0,3
8/5k2/6p1/4P3/p3N3/3p4/8/2Kb4 w - - 1 29,c1d1,1,-2,13,0,0
rnb1kbnr/pppp1p2/6p1/4p1qQ/3P4/4P3/PPPB1PPP/RN2KBNR w KQkq - 2 5,d2b4,0,1,42,0,2
B1b1k3/6pr/3p4/pp2p3/1P3q2/P7/2P1P3/RN2K1N1 w Q - 0 19,a8f3,0,-4,19,0,2
8/8/8/3kP3/7P/B7/3r4/4R1K1 b - - 0 30,d2d4,0,5,14,0,5
rn1qkb1r/p1p1Pp2/1p5p/5b2/2pP4/1P2P3/P1P3PP/RNBQK1NR b KQkq - 0 8,f5c2,1,2,34,0,3
8/4k3/p6p/6p1/4b3/NP6/3K3P/6N1 w - - 0 36,d2c1,0,2,16,0,0
7r/1B3kbp/3p2np/2p1p3/8/1PP2P2/R5PP/4K1NR b - - 4 21,h8g8,0,5,23,0,5
Nnb4k/4p3/1p1p4/8/p2bPp2/P7/P1P3BK/3R4 w - - 0 25,d1g1,0,1,20,0,3
rn1qkbnr/ppp1pppp/8/5P2/2Pp3P/5P2/PPQP2P1/RNB1KBNR b KQkq - 0 6,f7f6,0,3,24,0,2
2b1k1Rr/rp6/2n1p3/5p1p/P1p5/5P1P/3KP3/RN1Q1B2 b k - 0 17,e8f7,0,8,4,1,4
r1bq1k2/pp1p4/n3pp2/2p5/P5P1/3PPQ2/1PP2P2/RN2KB2 b Q - 0 12,f6f5,0,1,21,0,3
rn2kb1r/p1p1p2p/5ppn/8/2P2P2/4P2P/PP1q4/RNBb1KNR w kq - 2 9,b1d2,1,-12,15,0,3
rn1k2nr/2pp4/p6p/4p3/2P1b3/1P6/P2PPPP1/RNB1KBN1 w Q - 1 11,b1c3,0,0,18,0,1
8/8/8/2P3k1/PR5p/4K3/N6P/5R2 w - - 0 37,b4h4,1,15,39,0,4
5k2/8/b7/1Bp3PR/1P2P2n/1K6/P4PP1/1R4N1 b - - 0 24,a6b5,1,15,13,0,1
8/8/R1p5/8/8/2PP4/7k/1K6 w - - 1 35,a6a5,0,6,16,0,2
r1bk4/pp3p1p/2n1p3/2p5/P7/2R2N2/1PK1PP1P/1N5R b - - 1 16,d8d7,0,4,22,0,4
rnbqkb1r/4nppp/pp1p4/2p5/2P5/5N2/PP1PP1PP/RNBQKB1R b KQkq - 0 6,c8h3,0,0,27,0,3
1nR5/1p1p1k2/3r1p2/p7/P7/3PP1P1/1P3KP1/4RBN1 b - - 0 26,d6d3,1,10,16,0,3
r3r3/p1p1kpp1/1p6/3PP2p/P5bP/N5R1/1P1P1K2/R1BQ1B2 b - - 1 17,a7a6,0,15,29,0,0
4kb1r/2p2p1p/3p1n2/p3p3/2PP4/4B2b/1PK1PP1P/5B1R w k - 0 18,f1h3,1,-3,22,0,3
rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR b KQkq - 0 1,c7c6,0,0,20,0,0
1n3k2/2r5/8/p5P1/P1p1pN2/6P1/RP1P3K/2B5 b - - 9 36,c7f7,0,5,20,0,0
5kr1/8/n7/7p/1P5p/4p3/2K5/8 w - - 0 38,c2d3,0,-10,8,0,0
8/pk3p2/n7/8/4r3/1PN5/7r/5K2 w - - 0 26,c3d1,0,-11,10,0,2
3k4/7p/1p6/3p4/1p1Q4/7P/3PK2P/5B1R b - - 0 27,d8d7,0,16,9,0,1
3r4/7k/p1p3p1/R1P5/8/2P2N1P/2K2P1P/8 b - - 5 40,d8g8,0,5,19,0,3
2b1kb2/2p5/p3P1p1/P4p2/3P4/4P3/3K4/1r3q2 w - - 1 25,e6e7,0,-20,5,0,2
8/p2p4/2B1p3/4Pk1p/3P3P/3R4/PP2N3/2KR4 b - - 1 24,d7c6,1,17,7,0,3
1nbq1bnr/1pp1k1p1/R2pp3/6pp/1P1P4/5P2/2r1PKPP/1N3BNR b - - 1 12,b8a6,1,-13,33,0,2
r1bq1bnr/2ppkpp1/pp2p2p/4P3/8/2P2N2/PP1PPKPP/RNBQ1B1R w - - 0 8,d2d4,0,3,28,0,3
3qkbnr/2p1pppp/1p1p2b1/3Pn3/6P1/rQP5/1P1KNP1P/R1B4R w k - 0 13,a1a3,1,-7,30,0,3
rn1qkbnr/1bpppppp/p7/8/2P1PP2/8/PP1P2PP/RNBQK1NR b KQkq - 0 4,b7e4,1,-2,22,0,2
2b3k1/2p3b1/p1pP4/8/Pr2P2K/B7/3q4/8 w - - 0 28,a3b4,1,-17,8,0,1
2r5/4Kp1k/7P/4p1R1/1P6/8/1P6/8 w - - 3 38,g5g4,0,1,16,0,1
8/8/n2p4/7p/8/3k3P/3N4/4K3 w - - 0 40,e1f2,0,-1,10,0,1
rnb1kbr1/1p1p3p/p1p1pp2/8/8/2PP1P1P/PP2P3/RN3BNK b q - 0 12,a6a5,0,-5,29,0,3
r1bqkbnr/p1p1ppp1/np1p4/7p/1PP5/5N1P/P1QPPPP1/RNB1KB1R b KQkq - 1 5,a6b4,1,0,27,0,1
7r/pp2p3/2pk1n1b/6p1/P1pP4/8/1P2NP2/5K2 w - - 0 27,f2f4,0,-10,14,0,2
3qk1n1/1r1p1p2/pp4p1/2p1P3/1n5Q/P2P4/1PP2PPP/R3KB1R w KQ - 2 17,e1d2,0,4,38,0,3
1nb1k3/rp4r1/p4R1b/P1p1p2p/2P1P3/1P6/4K3/8 w - - 0 32,f6h6,1,-15,21,0,2
4k1nr/rbqppp2/2n3Qb/7p/3P4/2P5/1P2PPPP/1NB1KBNR w Kk - 1 11,g6g3,0,-2,39,0,3
4r3/k1R1p3/8/7p/p2N3P/8/P3K3/8 b - - 5 37,a7a6,0,2,4,1,0
2r1kbnr/2p3p1/p2p3p/2pp4/3P1B2/5K2/1PP1P1B1/6N1 b k - 1 19,g8f6,0,-10,18,0,3
rn5r/5kpp/2p2p2/p1P5/P1K5/8/1P6/1R3n2 b - - 4 28,h8d8,0,-13,24,0,2
8/8/6p1/K4kP1/P3p3/8/8/8 b - - 0 39,f5g5,1,0,6,0,2
8/4kr1p/4p3/2p1P2P/K1P4P/3P1P2/6r1/2b5 b - - 2 33,f7f8,0,-10,32,0,2
8/7k/4K3/3p2p1/4p3/N1P5/8/8 w - - 0 39,e6d5,1,1,13,0,3
B2n4/p7/1p1Qp1k1/5p2/P1P5/2R2N1N/2P2P2/2B1K3 w - - 2 25,d6d8,1,23,52,0,8
8/8/B6P/2k5/3N3P/8/2K5/8 w - - 1 38,a6e2,0,8,24,0,0
3k1b2/2p3p1/2pp1p2/p3p2n/8/1r1P1P1N/P1P5/1R5K w - - 0 23,b1b3,1,-6,23,0,2
8/8/4kp2/p1P5/P3P1P1/5n2/P6K/1R6 w - - 1 35,h2g2,0,5,4,1,1
1n1qk3/2ppp3/6pR/1r6/8/3P1P2/P1P2K2/R1Q2BN1 b - - 0 15,e8f8,0,8,25,0,2
rnbk4/pppp1pB1/3N4/4p3/6Bq/3P2pP/PPP1PP2/2RQ1K1R b - - 0 13,b7b6,0,8,24,0,1
r4b1k/2p1p3/1pq5/p2P4/6PK/P7/1P1PPQ2/1Rn5 w - - 2 26,g4g5,0,-4,32,0,1
1nb1kb1r/7n/3p4/1P2p3/q3Pp2/3B1P2/1P1P1KP1/1NB3N1 w k - 2 16,b2b4,0,-11,16,0,3
6n1/5k2/R7/P5p1/2P5/5P1r/3KP2b/3Q4 b - - 0 30,g8e7,0,6,22,0,1
rnbqk1nr/ppp2pQp/4p3/3p4/8/7N/P1P1PPPP/2B1KB1R b Kkq - 0 7,g8f6,0,-6,27,0,3
rnbqkbnr/pppppppp/8/8/6P1/8/PPPPPP1P/RNBQKBNR b KQkq - 0 1,g8f6,0,0,20,0,0
3rk1n1/2pp1p2/pp2P3/8/6P1/P3PK2/P4N1r/R7 b - - 0 20,h2g2,0,-5,27,0,0
r2q2nr/p1ppkp2/np6/6p1/2PNp2p/P3PP2/P2P4/R1B1K2b b Q - 0 14,f7f5,0,-19,30,0,0
r1b1kbnr/ppp2pp1/2n1p2p/3q2B1/8/P2P2P1/1PP1BP1P/RN1QK1NR b KQkq - 0 7,d5e5,0,0,46,0,6
rn1qkb2/ppp1pppr/4b3/3P4/8/4P3/PP1P1P1P/RNB1K1NR b KQq - 0 10,f7f6,0,-8,30,0,2
r1bqkbnr/ppppp1pp/n7/5p2/2P5/4P1P1/PP1P1P1P/RNBQKBNR b KQkq - 0 3,d7d5,0,0,20,0,1
5k2/8/P7/4B2K/7P/3P4/p3P2R/8 w - - 0 36,e5a1,0,11,24,0,2
2k2r2/8/1p1p4/p1PP4/8/PP6/6P1/R1K2B2 b - - 0 26,c8b7,0,5,20,0,1
1n6/8/3k1p2/5P2/8/2r3b1/2K5/6N1 w - - 2 36,c2b2,0,-8,5,1,0
1k6/8/R7/7P/8/8/8/4K3 w - - 1 38,a6a2,0,6,20,0,0
7r/8/1p3kp1/8/6P1/1PP5/8/1N1R1K2 w - - 6 33,f1e1,0,4,19,0,3
5rk1/pp4p1/n7/2pPP3/8/P6b/P3K2P/R1B5 b - - 0 19,g8f7,0,-2,30,0,1
rn2kb1r/p3pppp/5P2/R1pp4/2P4P/5P2/1P1P1P2/1NBQKB1R b Kkq - 0 10,g7f6,1,12,17,0,2
r1bqkb1r/ppp1pppp/n2p1n2/8/4PP2/N7/PPPPN1PP/R1BQKB1R b KQkq - 1 4,f6e4,1,0,29,0,3
r2k1b1r/p5pb/4R3/1P6/1n4P1/N7/1B6/R2K4 b - - 0 23,h7c2,0,-3,26,0,2
8/p7/4r1k1/3p4/1b2P3/8/2K4P/8 w - - 0 40,e4d5,1,-8,10,0,1
r1bk2n1/pp1nb3/8/5p1p/P2P1P2/2P3P1/4PK1P/R4BNR w - - 1 18,g1f3,0,2,22,0,3
B7/p1kp3r/8/4n2p/P3pPP1/1Kb4P/2p4R/8 w - - 0 29,b3c3,1,-4,20,0,3
1nbqkb1r/r1p1pp1p/Bp5P/3p4/8/N1P1P3/PP1P1PP1/R1BQK1NR b KQk - 0 7,b8a6,1,5,27,0,2
1n1k2n1/8/8/pq4p1/2P5/8/P7/3K4 b - - 1 34,b5c4,1,-15,29,0,2
8/p2k1p1p/8/1p2r3/5N2/4P1P1/2P5/R3K3 w - - 3 28,f4d3,0,2,26,0,2
8/8/3kp3/8/p3B3/P4P2/1PP3K1/5RN1 w - - 0 30,c2c3,0,13,26,0,2
rnBq2n1/3p1k2/1pp1pp2/4P1P1/3P4/Pr6/R1PK1PP1/8 w - - 0 16,c2c3,0,-15,21,0,1
r2qk2r/2p1b2p/pp1p1ppn/8/P1P1P3/1P4PN/3PQ2P/RN2KB1R w KQkq - 0 13,h3g1,0,3,27,0,3
rnbqkbnr/pp3ppp/8/2p1p3/8/N7/PPPBPPPP/R2QKBNR w KQkq - 0 5,g1f3,0,0,29,0,0
r1bq1b1r/pp1pkp1p/8/3KPn2/8/PP6/4P1PP/RN3BNR w - - 2 13,b3b4,0,-8,17,0,3
rn3k2/1b3p2/p1p3p1/3pP3/4q3/2P2K2/1P1B1P2/1N2QB2 w - - 0 19,e1e4,1,-3,2,1,3
6k1/p3R3/p1pb2p1/P7/4p3/2P1P1r1/1P6/RNB2K2 b - - 3 25,d6c7,0,7,19,0,2
5R2/3pr2k/8/8/p1P5/P2K4/5PP1/R7 b - - 2 32,e7e5,0,7,14,0,2
Q1b1kb2/p1p1np2/7r/3p2pp/3P4/1P5N/P1P1PPPP/RN2KB1R w KQ - 1 11,a8c8,1,16,26,0,2
rnbqkbnr/ppp1pppp/3p4/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,d2d4,0,0,30,0,1
rnb1k1nr/pp1p2pp/4pp2/8/P1p5/P1P2PPB/R2PP3/1NBQK2R b Kkq - 0 9,b7b6,0,8,20,0,2
2b1k3/1ppp4/6pr/8/3ppNP1/B1P5/4KP2/5B2 w - - 0 24,a3c5,0,-2,23,0,2
rnbqkb1r/ppppp1p1/7n/5p1p/Q1P4P/8/PP1PPPP1/RNB1KBNR w KQkq - 1 4,e2e3,0,0,30,0,1
rn2kb1r/2p2p1p/7n/3q4/p7/PPP3P1/5P1P/RN2K1N1 b kq - 0 16,a8a7,0,-15,47,0,3
rnb1kb1r/2pqpppp/5n2/p7/4P1P1/7P/PPPP1P1R/RNBQK1N1 b Qkq - 1 6,d7g4,1,-1,34,0,4
1q6/P2pkp1p/7n/2pP4/p1K1P3/5r1P/8/7R w - - 2 31,h1d1,0,-13,20,0,3
r1b2knr/1pp3pp/p7/4Pp2/4PP2/8/PPPK2PP/R4BNR b - - 0 10,f5e4,1,2,20,0,1
r3kb1r/pppnp2p/5p2/6p1/P1p3PP/2P1P3/1P3P2/1RB2KNR w kq - 0 11,g1f3,0,-1,18,0,2
3rk2r/pBp2p1p/4p2B/8/3P4/7N/PPP1PK2/R2Q4 w k - 1 14,b2b3,0,13,45,0,4
r1b1kbn1/ppp2pp1/3pp2r/8/P2n4/NP2P3/2P2PP1/1RBQKBN1 w q - 0 10,f1b5,0,3,32,0,2
r1bq1bnk/p2pp2r/8/2p3p1/2P4P/2N2PP1/PP2P1K1/n4B1R w - - 0 18,g2h3,0,-18,23,0,4
B7/p4p2/4k3/4b2K/2P5/8/P4P2/1N6 b - - 0 31,e6d7,0,4,22,0,3
4q3/1bk2p2/p3p3/p1b1P1R1/P7/8/R1PNKP1n/8 w - - 1 23,a2a1,0,-5,25,0,2
1rbqkb2/p2pp3/2p4p/8/3p1p2/P7/2PNPPP1/3QKB2 b - - 0 14,b8b1,0,-7,25,0,1
1nb1k2r/rp1p2pp/4p3/p1p5/2P3Pb/4P3/PP1PK3/RNBQ1B2 w k - 2 14,a2a4,0,3,18,0,2
1r3bn1/p1k1B3/Rp4P1/5p2/3p4/1P5p/7P/4K2R b - - 2 27,g8e7,1,0,18,0,1
1B6/7k/p7/8/1PP5/P3p1p1/8/2R1K2b w - - 6 39,b4b5,0,5,17,0,2
3rkbnr/ppq1p1pp/3p1p2/2p5/1n1P1PP1/8/PPPQP2P/RNB1K2R w KQk - 1 11,d2b4,1,-3,26,0,3
6n1/4pp2/1Pk5/8/3P4/3P4/3K4/8 b - - 2 37,e7e6,0,-2,12,0,1
rnb2b2/pp1kp3/6p1/3pPp2/1P2n1P1/P2PK3/2P4R/RN1Q1B2 w - - 1 16,d3e4,1,8,35,0,3
8/7k/8/4R3/8/1R5P/3P1P2/2B2K2 b - - 6 37,h7h6,0,16,5,0,0
8/4b1p1/4P3/1k4PK/8/3P4/8/8 b - - 0 39,e7b4,0,-1,16,0,0
rnbqkbnr/1ppppppp/p7/8/2P3P1/8/PP1PPP1P/RNBQKBNR b KQkq - 0 2,a8a7,0,0,19,0,0
rn1qkb1r/pbpppp1p/6p1/8/7P/4nPP1/PPPPP3/RNBQK1NR w KQkq - 1 6,a2a4,0,-2,18,0,1
8/p3P2k/8/p1p4p/8/7K/8/7r w - - 9 39,h3g3,0,-8,2,1,0
8/N2B1k2/8/6RP/4p3/3P4/2P1P3/3Q1K2 w - - 0 33,d3e4,1,23,40,0,3
4B2k/2p5/1p6/3pR3/8/1PP5/3P1P2/1NB1K1N1 b - - 0 22,d5d4,0,18,7,0,1
rnbqk1nr/2ppppbp/8/pp6/4PpP1/2N5/PPPPK2P/1RBQ1BNR w kq - 2 7,e4e5,0,-1,23,0,3
8/r2k1p1p/6P1/7N/1n6/8/8/3K4 w - - 0 37,g6f7,1,-6,11,0,0
r1b3n1/pppB1kp1/8/4pP1P/8/2N1n3/PPP2P2/R1BK4 w - - 3 17,f2e3,1,1,5,1,2
1R4nr/1B5p/6k1/p3p3/p1p5/2P3P1/4PP1P/4KR2 b - - 0 23,e5e4,0,5,14,0,1
7r/3q1kp1/2ppp3/r6p/2P5/8/2K3b1/6N1 w - - 0 27,c2d3,0,-23,12,0,1
4k3/1q1ppp2/8/2p5/P1P1rP2/3K4/8/q7 b - - 0 28,a1c3,0,-24,47,0,7
rnn1b3/5N1k/1p6/1p6/4P3/3P4/P1P2PPP/4KB1R w K - 2 23,f7h8,0,2,23,0,3
6N1/3n1pk1/p5p1/6p1/2K1P3/8/PP6/R7 w - - 1 28,a2a3,0,4,21,0,3
r3k1r1/ppp1p1b1/2n5/8/3P3P/6KN/PPPP4/RNq4R b q - 1 14,c1h1,1,-7,37,0,4
2b1qk2/1ppp2r1/5p2/8/3n2Pb/P7/R6P/3N2KR w - - 2 20,a2c2,0,-11,16,0,0
1rbqk1nr/6pp/p1p1p3/5p2/8/P1P5/P2PPPPP/2B1KBNR w Kk - 0 9,e2e3,0,-9,16,0,1
2bqkbn1/1p1np3/r1pp2p1/p4P2/5P1P/2P3NB/PP1P4/RNBK3R b - - 1 12,a6a8,0,-3,24,0,3
8/5k2/8/8/8/P6B/4PP1P/R3K3 w - - 0 36,e1d1,0,12,19,0,0
4rr2/p2k4/2p3p1/8/P7/RPP2pP1/5P2/1N2KB2 w - - 3 22,e1d2,0,2,3,1,1
5k2/6p1/5n2/P2PP3/2p5/5K1p/8/8 w - - 1 36,e5f6,1,-3,9,0,1
rn1q2nr/1bppp1kp/pp3p1b/1B3K2/4P3/N7/PPPP1PPP/R1BQ2NR w - - 0 10,a1b1,0,1,34,0,3
1n6/2p2k2/1p4p1/8/2PBb3/6p1/7P/6K1 w - - 0 31,d4e5,0,-5,16,0,2
rn2k2r/p7/3b1P2/7p/3pP3/6P1/1BPP1K2/1N1Q2n1 w q - 0 24,f2g1,1,-2,25,0,2
2r3k1/4R3/8/8/8/P6P/2P1PP1P/R3KB2 w - - 1 33,c2c3,0,14,27,0,2
8/8/2k5/6p1/p5P1/2P2P2/P2K3P/1N3B1R b - - 0 32,c6c5,0,14,8,0,1
2bqkb1r/rp1ppppp/7n/2p5/7P/5P1R/2PPP1P1/1NBQKBN1 w k - 0 7,c2c3,0,-3,18,0,1
r1bqk1r1/pp2pp1p/n1pp3b/6P1/2B1P3/8/PPPP1PP1/RNBQK1N1 w Qq - 2 8,c4a6,1,-1,34,0,2
rn1qkbnr/1pp1pppp/p7/3p4/6b1/P6P/1PPPPP2/RNBQKBNR w KQkq - 0 4,f2f4,0,-1,18,0,0
3k3r/1b3p1p/2n4p/8/1P2p3/7P/1PP1PPP1/rN1K1BNR b - - 1 12,a1b1,1,1,30,0,2
